PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P09195,Chrompet,996,2007,03-03-2007,78,1,1,3,Family,No,08-03-1985,1985,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,295007,151974,8939620,21186173.43,22,1.04,2.369918792
P00927,Chrompet,906,2013,29-04-2013,64,1,1,3,Normal Sale,No,07-05-1981,1981,Commercial,NoSewer ,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600,35875513.58,32,1.04,3.508058747
P01999,Anna Nagar,1976,2011,31-12-2011,112,2,1,5,Partial,No,10-01-1972,1972,House,NoSewer ,Paved,RL,5,2.9,2.2,3.355,369002,110700,12300050,56781532.48,39,1.04,4.616365988
P03800,Karapakkam,1402,2011,08-01-2011,112,2,2,4,Normal Sale,No,15-01-1981,1981,House,NoSewer ,Gravel,I,3.7,3.6,5,4.19,257761,111464,6966500,22595128.75,30,1.04,3.24339751
P01737,T Nagar,1887,2012,17-02-2012,48,2,1,5,Adj Land,No,22-02-1992,1992,Commercial,NoSewer ,No Access,RL,2.3,2.4,3.3,2.775,573985,348491,20499450,44916819.31,20,1.04,2.191123143
P00699,Chrompet,1276,2013,10-10-2013,141,2,1,4,Normal Sale,No,19-10-1977,1977,Others,NoSewer ,Paved,RL,3.8,2.3,3.8,3.2,316936,163270,9604120,39414660.72,36,1.04,4.103932554
P04590,Adyar,1249,2010,04-08-2010,93,2,2,4,Adj Land,No,09-08-1991,1991,Commercial,NoSewer ,Paved,A,3.9,2.2,4.8,,417195,176992,12642285,26635387.73,19,1.04,2.106849176
P08794,Chrompet,1286,2007,16-08-2007,105,2,1,4,Ab Normal,No,24-08-1973,1973,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300,34730515.76,34,1.04,3.794316341
P02451,KK Nagar,2467,2011,02-10-2011,69,4,2,6,Adj Land,No,06-10-1995,1995,House,AllPub,Gravel,RL,3,3.6,2.4,2.94,581942,139160,12650920,23694935.9,16,1.04,1.872981246
P04850,Karapakkam,653,2010,18-06-2010,121,1,1,2,Adj Land,No,22-06-1995,1995,Commercial,ELO,No Access,RM,2.5,3.1,5,3.68,297775,160340,7635250,13750653.9,15,1.04,1.800943506
P00330,Chrompet,1057,2014,30-06-2014,200,1,1,3,Normal Sale,No,04-07-1997,1997,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,228621,27435,9144840,17813238.37,17,1.04,1.947900496
P09285,Adyar,723,2007,31-01-2007,49,1,1,2,Family,No,07-02-1979,1979,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,329098,142609,10969920,32895535.52,28,1.04,2.998703319
P05669,T Nagar,1812,2010,15-01-2010,100,2,1,5,Family,No,26-01-1966,1966,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640,68794671.25,44,1.04,5.616515078
P09906,Velachery,1615,2004,03-11-2004,31,2,1,4,Ab Normal,No,08-11-1985,1985,House,ELO,Paved,I,4.5,4.5,4.8,4.59,288694,128308,8019280,16895413.46,19,1.04,2.106849176
P00487,Anna Nagar,1755,2014,10-03-2014,85,1,1,4,Adj Land,No,21-03-1971,1971,House,NoSewer ,No Access,RL,3.8,4.5,2.1,3.295,308078,182565,11410310,61621325.16,43,1.04,5.400495268
P08117,Adyar,1296,2008,21-04-2008,25,2,2,4,Family,No,26-04-1988,1988,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,338320,49753,9950600,21802989.95,20,1.04,2.191123143
P06391,Velachery,1556,2009,29-08-2009,105,2,1,4,Partial,No,03-09-1989,1989,Others,NoSewer ,Paved,RL,4.6,2.4,4.4,3.55,289791,130873,9348100,20482838.25,20,1.04,2.191123143
P02470,Adyar,1170,2011,29-09-2011,120,1,1,3,Adj Land,No,08-10-1975,1975,House,NoSewer ,Gravel,RH,3,3.3,4,3.56,337985,18269,9134740,37488356.86,36,1.04,4.103932554
P09557,Adyar,901,2006,12-10-2006,106,1,1,3,Partial,No,21-10-1969,1969,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,267514,84076,7643255,32622099.13,37,1.04,4.268089856
P02309,Karapakkam,1476,2011,26-10-2011,167,2,2,4,Ab Normal,No,03-11-1979,1979,Commercial,NoSewer ,Paved,RL,4.4,3.4,4.4,4.1,576800,126896,11536000,40468965.7,32,1.04,3.508058747
P08465,Adyar,847,2007,23-12-2007,7,1,1,3,Partial,No,02-01-1968,1968,Others,NoSewer ,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,7492300,34587198.89,39,1.04,4.616365988
P02310,Karapakkam,1192,2011,26-10-2011,152,1,1,3,Family,No,31-10-1988,1988,House,NoSewer ,No Access,I,4.5,4.5,3.6,4.14,235059,101503,5342250,13167126.61,23,1.04,2.464715543
P08626,T Nagar,2000,2007,17-10-2007,31,2,1,5,Adj Land,No,23-10-1980,1980,House,NoSewer ,No Access,RM,4.1,3.9,2.4,3.285,435100,95178,13596890,39204845.36,27,1.04,2.883368576
P09661,Velachery,1987,2006,16-04-2006,158,3,2,5,Family,No,19-04-1995,1995,Others,NoSewer ,Gravel,RH,3.7,3,2.9,3.15,423940,167345,11156320,17174642.08,11,1.04,1.539454056
P06041,Karapakkam,1567,2009,04-11-2009,2,2,2,4,Family,No,08-11-1992,1992,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,247228,193147,7725875,15049235.74,17,1.04,1.947900496
P03794,Karapakkam,1188,2011,09-01-2011,187,1,1,3,Partial,No,17-01-1977,1977,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,373141,186571,9819500,37258289.31,34,1.04,3.794316341
P04018,Adyar,737,2010,24-11-2010,12,1,1,2,Family,No,02-12-1978,1978,House,NoSewer ,No Access,A,2,2,3.5,2.75,123814,54169,3869180,13573310.74,32,1.04,3.508058747
P02964,KK Nagar,2078,2011,22-06-2011,13,3,2,5,Ab Normal,No,27-06-1990,1990,House,NoSewer ,Paved,RH,2.3,2.8,4.6,,475144,106665,9696820,22096803.78,21,1.04,2.278768069
P06128,Karapakkam,1145,2009,16-10-2009,38,1,1,3,Normal Sale,No,20-10-1992,1992,House,AllPub,Gravel,A,4.2,5,3.8,4.28,264492,82654,5510250,10733418.71,17,1.04,1.947900496
P02257,Karapakkam,971,2011,04-11-2011,15,1,1,3,Normal Sale,No,11-11-1983,1983,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,287342,156732,6530500,19583032.03,28,1.04,2.998703319
P02602,Adyar,1273,2011,04-09-2011,66,2,2,4,Ab Normal,No,05-09-2005,2005,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,231002,96872,7451690,9428765.077,6,1.04,1.265319018
P07558,KK Nagar,1929,2008,04-10-2008,84,3,2,5,Normal Sale,No,12-10-1978,1978,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,447655,81392,10173980,32998261.4,30,1.04,3.24339751
P03635,T Nagar,1749,2011,10-02-2011,118,1,1,4,Ab Normal,No,18-02-1979,1979,Others,NoSewer ,No Access,RH,3.5,2.5,4.3,3.61,374829,152274,11713410,41091330.41,32,1.04,3.508058747
P01156,Anna Nagar,1585,2012,25-11-2012,188,1,1,4,Family,No,30-11-1995,1995,Commercial,AllPub,No Access,RL,2.3,4.2,2.1,,469335,104297,17382790,33859945.26,17,1.04,1.947900496
P06729,KK Nagar,1425,2009,11-06-2009,106,2,1,4,Normal Sale,No,15-06-1995,1995,House,NoSewer ,Paved,RL,3.8,3.4,3.8,3.68,303705,69418,8677280,15026241.41,14,1.04,1.731676448
P00343,Chrompet,1052,2014,22-06-2014,159,1,1,3,Normal Sale,No,24-06-2004,2004,Others,NoSewer ,No Access,RH,4.4,2,4.4,3.44,261582,103048,7926740,11733511.58,10,1.04,1.480244285
P00100,T Nagar,1756,2014,12-12-2014,12,1,1,4,Partial,No,20-12-1983,1983,House,NoSewer ,Gravel,RL,5,5,3.5,4.325,483743,133029,12093570,40793225.02,31,1.04,3.37313341
P03999,Chrompet,1263,2010,27-11-2010,61,2,1,4,Adj Land,No,02-12-1988,1988,Others,NoSewer ,Gravel,RL,4.7,3.5,2.2,3.47,276562,127644,10637010,25208849.88,22,1.04,2.369918792
P07169,KK Nagar,1401,2009,31-01-2009,100,2,1,4,Partial,No,05-02-1989,1989,House,NoSewer ,Paved,RH,2.2,4.7,3,3.27,370510,148204,7410200,16236660.71,20,1.04,2.191123143
P00040,Chrompet,723,2015,25-01-2015,8,1,1,2,Family,No,29-01-1998,1998,Others,AllPub,Gravel,RM,2.7,4.1,5,3.95,242084,77813,8645860,16841274.98,17,1.04,1.947900496
P07638,T Nagar,1660,2008,15-09-2008,156,1,1,4,Normal Sale,No,25-09-1971,1971,Commercial,NoSewer ,Paved,RH,4,3.1,4.5,4,551420,249028,17787740,75919672.66,37,1.04,4.268089856
P04167,Chrompet,1199,2010,24-10-2010,187,1,1,3,Adj Land,No,30-10-1985,1985,Others,NoSewer ,Paved,RH,2.5,2,4.9,3.02,229015,27482,9160580,24420606.98,25,1.04,2.665836331
P08796,Velachery,1572,2007,14-08-2007,1,2,1,4,Adj Land,No,19-08-1987,1987,House,NoSewer ,Gravel,C,2,4.3,2.4,3.16,285791,65324,8165450,17891506.47,20,1.04,2.191123143
P08827,Anna Nagar,1535,2007,03-08-2007,149,1,1,4,Family,No,11-08-1975,1975,Others,ELO,Gravel,RH,3.6,3.1,4.3,3.755,298603,206725,11484740,40289142.61,32,1.04,3.508058747
P06132,KK Nagar,2189,2009,16-10-2009,60,3,2,5,Adj Land,No,20-10-1994,1994,Others,NoSewer ,Gravel,RH,4.9,4.5,2.7,3.9,470803,253509,12071880,21740773.89,15,1.04,1.800943506
P00079,Chrompet,1203,2014,25-12-2014,171,2,1,4,Partial,No,29-12-1997,1997,Commercial,AllPub,No Access,RL,2.6,4.8,3,3.6,426543,219734,12925550,25177685.25,17,1.04,1.947900496
P03121,Karapakkam,985,2011,23-05-2011,61,1,1,3,Partial,No,28-05-1991,1991,Others,AllPub,Gravel,RL,2.2,4.4,2.3,2.9,238300,59575,7446875,16317020.16,20,1.04,2.191123143
P01557,Karapakkam,1623,2012,18-03-2012,47,2,2,4,Ab Normal,No,28-03-1974,1974,Commercial,AllPub,Paved,RH,4.6,2.7,4.2,3.87,489657,291463,11658500,51749906.61,38,1.04,4.43881345
P04745,Adyar,1019,2010,05-07-2010,153,1,1,3,Partial,No,12-07-1981,1981,House,ELO,Gravel,C,3.7,3.5,3.4,3.51,213230,26654,6663435,20780931.24,29,1.04,3.118651452
P08883,Chrompet,802,2007,09-07-2007,161,1,1,3,Ab Normal,No,11-07-1998,1998,Others,NoSewer ,No Access,RM,3.4,4.2,3.6,3.78,262960,47811,7968490,11341645.94,9,1.04,1.423311812
P08909,T Nagar,1846,2007,24-06-2007,190,2,1,5,Normal Sale,No,02-07-1973,1973,Others,NoSewer ,No Access,RH,2.8,2,5,3.59,446535,173653,12403760,47063789.25,34,1.04,3.794316341
P03773,Chrompet,759,2011,13-01-2011,131,1,1,2,Adj Land,No,17-01-1996,1996,Others,AllPub,Paved,RL,4,4.7,3,3.98,252628,57045,8149280,14676392.89,15,1.04,1.800943506
P02174,KK Nagar,2060,2011,24-11-2011,159,3,2,5,Ab Normal,No,01-12-1981,1981,Commercial,NoSewer ,Paved,RL,3.1,3.6,4.5,3.81,704554,352277,16012600,51935226.97,30,1.04,3.24339751
P00922,T Nagar,1887,2013,01-05-2013,108,2,1,5,Partial,No,11-05-1974,1974,House,ELO,Gravel,RM,3,4.4,2.3,3.035,325601,234433,13024030,60123689.12,39,1.04,4.616365988
P02543,Karapakkam,1502,2011,13-09-2011,98,2,2,4,Normal Sale,No,14-09-2004,2004,House,NoSewer ,No Access,RM,2.2,2.2,2.4,2.28,361471,147875,8215250,10810708.55,7,1.04,1.315931779
P07228,Velachery,1568,2009,14-01-2009,109,2,1,4,Family,No,22-01-1979,1979,Others,NoSewer ,No Access,A,3.4,2.3,4.1,3.12,235388,114513,6361850,20634008.45,30,1.04,3.24339751
P09140,Chrompet,918,2007,23-03-2007,190,1,1,3,Partial,No,28-03-1985,1985,Commercial,NoSewer ,No Access,RM,3.6,2.7,4.2,3.42,327879,32788,10929300,25901553.45,22,1.04,2.369918792
P07212,Adyar,1289,2009,19-01-2009,70,2,2,4,Normal Sale,No,29-01-1969,1969,Commercial,AllPub,Gravel,RH,3.2,3.9,2.3,2.89,512208,87807,14634500,70260536.38,40,1.04,4.801020628
P04493,KK Nagar,1941,2010,21-08-2010,34,3,2,5,Adj Land,No,26-08-1990,1990,Others,NoSewer ,Gravel,RM,3.7,3.7,3.2,3.5,550279,220112,12228420,26793974.06,20,1.04,2.191123143
P05737,Velachery,1702,2010,01-01-2010,129,2,1,4,Ab Normal,No,12-01-1965,1965,Commercial,NoSewer ,No Access,I,4.4,2.3,2.3,2.83,476800,207836,12225650,71412169.47,45,1.04,5.841175681
P09872,Velachery,1726,2004,31-12-2004,19,2,1,4,Partial,No,06-01-1983,1983,House,NoSewer ,No Access,C,2.6,3,3.4,3.02,217748,122484,6804640,15506196.35,21,1.04,2.278768069
P06581,Karapakkam,1332,2009,20-07-2009,137,1,1,3,Normal Sale,No,31-07-1965,1965,Others,NoSewer ,Paved,RM,3.5,3.4,4.2,3.75,346983,140446,8261500,46400839.32,44,1.04,5.616515078
P08754,Adyar,658,2007,01-09-2007,175,1,1,2,Adj Land,No,10-09-1968,1968,Others,NoSewer ,Gravel,C,3.6,4.9,3.2,3.66,237272,36503,6083885,28085439.79,39,1.04,4.616365988
P08597,Chrompet,1008,2007,27-10-2007,99,1,1,3,Adj Land,No,04-11-1975,1975,Others,NoSewer ,Paved,RL,5,4.4,3.9,4.43,247412,106034,8836160,30997768.38,32,1.04,3.508058747
P05620,Anna Nagar,1924,2010,24-01-2010,36,2,1,5,Family,No,01-02-1979,1979,Others,ELO,No Access,RM,3,2,5,3.55,463081,95340,13620040,45942211.98,31,1.04,3.37313341
P07050,KK Nagar,2112,2009,10-03-2009,77,3,2,5,Adj Land,No,13-03-1996,1996,Commercial,NoSewer ,Gravel,RH,2.8,3,2.1,2.58,804310,351886,16756460,27900737.62,13,1.04,1.665073507
P01216,Chrompet,894,2012,20-10-2012,89,1,1,3,Ab Normal,No,27-10-1984,1984,Commercial,NoSewer ,No Access,RM,2.9,4.6,2.6,3.49,337354,97942,10882400,32633089,28,1.04,2.998703319
P04269,Adyar,1279,2010,03-10-2010,190,2,2,4,Adj Land,No,11-10-1976,1976,House,NoSewer ,Gravel,RH,4,3,5,4.3,362338,137101,9792910,37157398.43,34,1.04,3.794316341
P01760,Velachery,1547,2012,12-02-2012,23,2,1,4,Ab Normal,No,23-02-1965,1965,Others,ELO,Gravel,RM,4.9,3.5,2.5,3.55,343080,201812,10090590,63750487.09,47,1.04,6.317815617
P05320,Karapakkam,626,2010,18-03-2010,193,1,1,2,Family,No,24-03-1985,1985,House,AllPub,Paved,RH,4.2,3.4,3.7,3.76,248565,45655,5072750,13523121.25,25,1.04,2.665836331
P00204,T Nagar,1673,2014,25-09-2014,32,1,1,4,Partial,No,06-10-1970,1970,Others,NoSewer ,No Access,RM,4.8,4.4,3.1,3.935,389002,194501,12156320,68276154.58,44,1.04,5.616515078
P07487,KK Nagar,2194,2008,25-10-2008,73,3,2,5,Partial,No,27-10-2002,2002,Commercial,NoSewer ,Gravel,RH,2.8,3.7,4.2,3.63,722637,201666,16805520,21264344.07,6,1.04,1.265319018
P02875,KK Nagar,1678,2011,08-07-2011,200,2,1,4,Partial,No,12-07-1995,1995,Commercial,NoSewer ,Paved,RL,4.2,3.4,3,3.48,475514,271722,13586120,25446547.96,16,1.04,1.872981246
P00109,Chrompet,1257,2014,07-12-2014,163,2,1,4,Normal Sale,No,16-12-1979,1979,Commercial,NoSewer ,Paved,RL,4.7,2.5,5,3.91,413654,110308,13788450,54410450.79,35,1.04,3.946088994
P02551,Karapakkam,606,2011,12-09-2011,86,1,1,2,Ab Normal,No,15-09-1998,1998,Commercial,NoSewer ,No Access,RL,2.6,4.4,3.8,3.62,262590,85342,6564750,10930791.31,13,1.04,1.665073507
P05960,Karapakkam,1154,2009,20-11-2009,170,1,1,3,Family,No,23-11-1997,1997,House,NoSewer ,Paved,RM,3.5,4.7,5,4.46,236400,70920,7880000,12616133.88,12,1.04,1.601032219
P03736,Adyar,927,2011,20-01-2011,72,1,1,3,Family,No,28-01-1978,1978,Commercial,NoSewer ,Gravel,RM,4.7,5,2.6,3.71,469267,63414,12682895,46272034.37,33,1.04,3.648381097
P09322,Velachery,1511,2007,17-01-2007,128,2,1,4,Family,No,28-01-1962,1962,Commercial,NoSewer ,No Access,C,2.2,3.2,2.7,2.8,405284,166270,10391900,60700913.56,45,1.04,5.841175681
P01879,KK Nagar,1765,2012,23-01-2012,6,2,1,4,Ab Normal,No,30-01-1983,1983,Others,NoSewer ,Paved,RH,2.6,5,3.7,3.76,345539,177439,9338880,29124711.67,29,1.04,3.118651452
P03007,Karapakkam,1299,2011,15-06-2011,114,1,1,3,Adj Land,No,26-06-1965,1965,Commercial,NoSewer ,Paved,I,3,4.7,2.4,3.27,336186,177432,9338500,56729731.87,46,1.04,6.074822709
P05710,Karapakkam,849,2010,07-01-2010,118,1,1,2,Normal Sale,No,16-01-1974,1974,Others,NoSewer ,Paved,RH,3.2,2.3,4,3.25,204080,90702,5668875,23264680.66,36,1.04,4.103932554
P09366,Chrompet,908,2007,04-01-2007,39,1,1,3,Normal Sale,No,13-01-1971,1971,Others,AllPub,Paved,RH,4.7,2,4.3,3.5,188674,37735,7546960,30972214.83,36,1.04,4.103932554
P07659,KK Nagar,1990,2008,09-09-2008,149,3,2,5,Adj Land,No,11-09-2002,2002,House,NoSewer ,Gravel,RH,5,2.2,4.5,3.96,351520,117173,10652120,13478330.02,6,1.04,1.265319018
P01053,Anna Nagar,1857,2013,23-01-2013,28,2,1,5,Normal Sale,No,01-02-1978,1978,Others,NoSewer ,Gravel,RH,3.6,4.4,4.5,4.16,454873,66893,13378610,52793185.68,35,1.04,3.946088994
P07925,KK Nagar,1668,2008,23-06-2008,14,2,1,4,Ab Normal,No,26-06-1997,1997,House,AllPub,Gravel,RL,4.7,4.9,3,4.08,492186,231026,10044620,15463231,11,1.04,1.539454056
P05243,KK Nagar,1444,2010,04-04-2010,198,2,1,4,Normal Sale,No,10-04-1984,1984,House,AllPub,Gravel,RL,3.9,5,3.3,3.99,347841,173921,9153720,25378412.12,26,1.04,2.772469785
P09462,Velachery,1618,2006,25-11-2006,8,2,1,4,Normal Sale,No,07-12-1958,1958,Commercial,AllPub,Paved,A,4.2,4.5,3.7,4.19,458492,91698,11462310,75313431.57,48,1.04,6.570528242
P01949,Karapakkam,1159,2012,09-01-2012,121,1,1,3,Adj Land,No,21-01-1962,1962,Others,NoSewer ,No Access,RH,2.1,4.5,4.4,3.74,295182,67646,6149625,43703437.57,50,1.04,7.106683346
P04887,Chrompet,1008,2010,10-06-2010,30,1,1,3,Partial,No,15-06-1991,1991,Commercial,NoSewer ,Gravel,RM,3.7,2,3.2,2.87,317826,152557,12713050,26784478.92,19,1.04,2.106849176
P09566,Velachery,1543,2006,03-10-2006,55,2,1,4,Normal Sale,No,15-10-1959,1959,Commercial,ELO,No Access,RM,3.8,4.5,2.2,3.64,425726,206413,12900790,81504812.53,47,1.04,6.317815617
P09368,Chrompet,1231,2007,03-01-2007,161,2,1,4,Adj Land,No,10-01-1978,1978,Others,ELO,Gravel,RL,4.4,2,3.2,3.08,287600,143800,10271420,32032978.9,29,1.04,3.118651452
P00892,T Nagar,1995,2013,18-05-2013,111,2,1,5,Family,No,26-05-1981,1981,Others,NoSewer ,Paved,RL,3.9,3.5,3.2,3.485,396336,113239,14154840,49656010.27,32,1.04,3.508058747
P04171,KK Nagar,2113,2010,23-10-2010,28,3,2,5,Adj Land,No,30-10-1982,1982,Others,NoSewer ,Paved,RM,4.4,4.4,2.9,3.8,535058,304011,12160420,36465491.82,28,1.04,2.998703319
P03534,Karapakkam,1057,2011,06-03-2011,187,1,1,3,Adj Land,No,17-03-1965,1965,Commercial,NoSewer ,Paved,RH,3.8,3.5,4.2,3.87,307598,175770,8788500,53388579.38,46,1.04,6.074822709
P01155,Anna Nagar,1666,2012,25-11-2012,173,1,1,4,Partial,No,01-12-1988,1988,House,AllPub,Gravel,RL,4.2,3.8,3.6,3.86,383721,71948,11991280,30737297.97,24,1.04,2.563304165
P08373,Anna Nagar,1854,2008,25-01-2008,72,2,1,5,Family,No,04-02-1965,1965,Commercial,AllPub,Gravel,RH,4.1,2.7,2.2,2.99,553458,237196,19766360,106748133.6,43,1.04,5.400495268
P07266,Adyar,789,2009,04-01-2009,117,1,1,2,Ab Normal,No,14-01-1971,1971,Commercial,AllPub,Paved,A,4.5,4.1,2.4,3.37,315825,113373,8098070,35945822.04,38,1.04,4.43881345
P08115,Chrompet,1137,2008,22-04-2008,29,1,1,3,Family,No,25-04-1997,1997,Others,AllPub,Paved,RH,4.7,2.2,4.8,3.73,276289,53475,8912540,13720445.86,11,1.04,1.539454056
P05418,Karapakkam,1662,2010,27-02-2010,154,2,2,4,Ab Normal,No,02-03-1996,1996,Commercial,AllPub,Gravel,RH,2.3,4.2,4.4,3.71,628450,128255,12825500,22209616.28,14,1.04,1.731676448
P06712,Adyar,1065,2009,18-06-2009,75,1,1,3,Adj Land,No,23-06-1990,1990,Others,NoSewer ,Paved,I,4.9,5,3.5,4.22,339978,69739,8717385,18366215.4,19,1.04,2.106849176
P06808,KK Nagar,1621,2009,17-05-2009,101,2,1,4,Family,No,24-05-1980,1980,Others,NoSewer ,Paved,RM,3.6,4.7,2.4,3.45,446769,129067,9928200,30962595.35,29,1.04,3.118651452
P00150,Chrompet,1221,2014,08-11-2014,62,2,1,4,Ab Normal,No,16-11-1980,1980,Others,NoSewer ,Gravel,RL,2.1,2.5,4,2.83,324498,167166,9833270,37310537.04,34,1.04,3.794316341
P02313,KK Nagar,1577,2011,26-10-2011,22,2,1,4,Family,No,28-10-2000,2000,Commercial,NoSewer ,Gravel,RH,4.5,2,3.4,3.31,517819,172606,13277420,20439978.08,11,1.04,1.539454056
P00014,Anna Nagar,1525,2015,12-02-2015,119,1,1,4,Normal Sale,No,20-02-1983,1983,Commercial,AllPub,Paved,RL,4.2,3.9,5,4.445,526998,245932,17566590,61624629.7,32,1.04,3.508058747
P04716,Karapakkam,1122,2010,12-07-2010,58,1,1,3,Ab Normal,No,16-07-1992,1992,Others,NoSewer ,Gravel,I,3.4,5,4,4.12,248013,82671,6889250,13956356.43,18,1.04,2.025816515
P05992,Anna Nagar,1877,2009,14-11-2009,47,2,1,5,Family,No,22-11-1979,1979,Others,AllPub,No Access,RL,4.5,2.9,2.5,3.3,418064,156774,13064510,42373399.2,30,1.04,3.24339751
P09059,Chrompet,760,2007,25-04-2007,127,1,1,2,Ab Normal,No,29-04-1990,1990,House,AllPub,Gravel,RM,4.1,2.9,2.8,3.23,209669,50321,8386750,16336554.48,17,1.04,1.947900496
P07222,KK Nagar,2297,2009,16-01-2009,51,4,2,6,Family,No,21-01-1992,1992,Others,AllPub,Paved,RH,3.8,3.4,2.9,3.32,370230,231394,11569680,22536585.41,17,1.04,1.947900496
P03449,KK Nagar,2317,2011,24-03-2011,37,4,2,6,Ab Normal,No,31-03-1983,1983,House,NoSewer ,Paved,RH,5,4.6,2.2,3.76,462095,262554,10502160,31492862.05,28,1.04,2.998703319
P06975,Velachery,1616,2009,01-04-2009,188,2,1,4,Family,No,05-04-1995,1995,House,NoSewer ,Paved,RM,4.4,3.7,2.6,3.55,313415,195885,9794230,16960437.41,14,1.04,1.731676448
P07623,Chrompet,1238,2008,17-09-2008,132,2,1,4,Normal Sale,No,26-09-1974,1974,House,ELO,Paved,RM,3.3,4.1,2.6,3.41,299069,65421,9345900,35461301.09,34,1.04,3.794316341
P03626,T Nagar,1664,2011,13-02-2011,108,1,1,4,Normal Sale,No,23-02-1969,1969,Others,AllPub,Paved,RM,2.3,4.3,4.4,3.745,516824,119267,13251910,68814305.04,42,1.04,5.192783911
P00626,Anna Nagar,1537,2013,23-11-2013,37,1,1,4,Normal Sale,No,28-11-1994,1994,Commercial,NoSewer ,Paved,RM,3.6,4.2,3.4,3.67,476629,293310,18331880,38622506.27,19,1.04,2.106849176
P09760,Velachery,1731,2005,06-09-2005,184,2,1,4,Partial,No,17-09-1961,1961,Commercial,NoSewer ,Paved,RH,2.4,4.2,4.3,3.78,539147,242616,13478680,75703209.46,44,1.04,5.616515078
P07904,Chrompet,786,2008,29-06-2008,21,1,1,2,Normal Sale,No,04-07-1988,1988,House,ELO,Gravel,RM,3,4,3.1,3.43,212831,122787,8185800,17936095.82,20,1.04,2.191123143
P04768,Karapakkam,1685,2010,02-07-2010,58,2,2,4,Ab Normal,No,12-07-1971,1971,House,NoSewer ,Gravel,C,3.8,4.8,2.1,3.42,290756,166146,6922750,31957947.65,39,1.04,4.616365988
P07447,T Nagar,1549,2008,06-11-2008,77,1,1,4,Adj Land,No,14-11-1978,1978,House,NoSewer ,Paved,RM,4.8,3.1,4.8,4.375,461079,97069,12133650,39354250.2,30,1.04,3.24339751
P08647,Anna Nagar,1898,2007,09-10-2007,111,2,1,5,Ab Normal,No,19-10-1965,1965,Others,NoSewer ,No Access,RM,4.4,2.5,3.2,,337128,94396,13485130,70025366.1,42,1.04,5.192783911
P07662,Chrompet,1072,2008,08-09-2008,36,1,1,3,Partial,No,18-09-1971,1971,Commercial,AllPub,Gravel,RH,4.5,2.5,3.7,3.46,370014,47744,11935950,50943707.12,37,1.04,4.268089856
P02330,KK Nagar,1362,2011,24-10-2011,96,2,1,4,Adj Land,No,30-10-1984,1984,Commercial,NoSewer ,Gravel,RH,2.5,3.9,3.8,3.44,376549,230788,12146740,35023528.42,27,1.04,2.883368576
P05729,Adyar,952,2010,03-01-2010,167,1,1,3,Partial,No,09-01-1987,1987,Commercial,NoSewer ,Gravel,C,3.5,4.7,4.1,4.04,422082,158281,10552045,26007789.32,23,1.04,2.464715543
P00001,Chrompet,1066,2015,17-02-2015,176,1,1,3,Ab Normal,No,24-02-1985,1985,Commercial,AllPub,No Access,RM,4.9,3.6,2.5,3.66,409401,62031,12406100,40237913.85,30,1.04,3.24339751
P03543,Adyar,1300,2011,05-03-2011,72,2,2,4,Ab Normal,No,11-03-1984,1984,House,AllPub,Gravel,RM,2.2,2.3,3.8,3.02,439572,65936,10989305,31686216.71,27,1.04,2.883368576
P02570,T Nagar,1806,2011,10-09-2011,12,2,1,5,Normal Sale,No,18-09-1979,1979,House,AllPub,Paved,RH,4,2.2,4.2,3.64,426177,153897,11838240,41529241.38,32,1.04,3.508058747
P08984,Anna Nagar,1897,2007,25-05-2007,167,2,1,5,Family,No,28-05-1995,1995,House,NoSewer ,Paved,RL,2.8,3.2,2.9,2.94,492338,164113,12624040,20211494.77,12,1.04,1.601032219
P09158,Chrompet,1121,2007,15-03-2007,158,1,1,3,Partial,No,20-03-1984,1984,House,AllPub,Gravel,RH,2.2,3.6,4,3.3,215489,132609,8288050,20427685.66,23,1.04,2.464715543
P09545,Adyar,985,2006,17-10-2006,50,1,1,3,Partial,No,25-10-1975,1975,Commercial,NoSewer ,Paved,RL,4.5,2.9,4,3.93,392828,71423,11903865,40153324.74,31,1.04,3.37313341
